support,confidence,lift,trackID1,trackID2,trackID3
0.033105023,0.966666667,8.913684211,5WHTFyqSii0lmT9R21abT8,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.033105023,0.547169811,8.264150943,5WHTFyqSii0lmT9R21abT8,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP
0.037671233,0.891891892,9.413220449,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,5icOoE6VgqFKohjWWNp0Ac
0.037671233,0.916666667,8.452631579,5icOoE6VgqFKohjWWNp0Ac,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.037671233,0.55,8.306896552,2Fxmhks0bxGSBdJ92vM42m,5icOoE6VgqFKohjWWNp0Ac,09oZ9eXQ2fo6YDrPzJqAoP
0.026255708,0.621621622,13.2814766,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,6IRdLKIyS4p7XNiP8r6rsx
0.026255708,1,9.221052632,6IRdLKIyS4p7XNiP8r6rsx,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.026255708,0.575,8.684482759,6IRdLKIyS4p7XNiP8r6rsx,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP
0.028538813,0.675675676,7.891891892,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,6Qs4SXO9dwPj5GKvVOv8Ki
0.028538813,0.78125,7.203947368,09oZ9eXQ2fo6YDrPzJqAoP,6Qs4SXO9dwPj5GKvVOv8Ki,2Fxmhks0bxGSBdJ92vM42m
0.028538813,0.520833333,7.86637931,2Fxmhks0bxGSBdJ92vM42m,6Qs4SXO9dwPj5GKvVOv8Ki,09oZ9eXQ2fo6YDrPzJqAoP
0.02739726,0.648648649,14.95305832,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,6TqXcAFInzjp0bODyvrWEq
0.02739726,0.923076923,8.511740891,6TqXcAFInzjp0bODyvrWEq,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.02739726,0.727272727,10.98432602,6TqXcAFInzjp0bODyvrWEq,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP
0.035388128,0.837837838,8.534255185,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,6nDKrPlXdpomGBgAlO7UdP
